intron_id,sa.eff
Zm00001d000001,0.0178936677323696
Zm00001d000002,0.0221988748655441
Zm00001d000004,0.0420710953118982
Zm00001d000005,0.00347380239732847
Zm00001d000011,0.00650288364997684
Zm00001d000012,0.0123145660398568
Zm00001d000017,0.0127234256327113
Zm00001d000019,0.0456400270746045
Zm00001d000021,0.0643086231417132
Zm00001d000023,0.00885035076186144
Zm00001d000027,0.00682410035278821
Zm00001d000028,0.00725560747635048
Zm00001d000029,0.0636932733713237
Zm00001d000030,0.0350809091160027
Zm00001d000034,0.00321767828821958
Zm00001d000035,0.0049538243564168
Zm00001d000040,0.00219849554329324
Zm00001d000041,0.00544800780852953
Zm00001d000042,0.00443302303244784
Zm00001d000045,0.00554969476224773
Zm00001d000046,0.0415758940006442
Zm00001d000052,0.00580316639802347
Zm00001d000053,0.0128648822690941
Zm00001d000060,0.0290676660977502
Zm00001d000062,0.00113390354346834
Zm00001d000066,0.0058007056914236
Zm00001d000071,0.000459477043201529
Zm00001d000072,0.0159585213397971
Zm00001d000074,0.0330220026791863
Zm00001d000076,0.00321400490920627
Zm00001d000077,0.00943613279069086
Zm00001d000080,0.0148892873616719
Zm00001d000081,0.00156220807169138
Zm00001d000085,0.00873622903740184
Zm00001d000086,0.0129748286211976
Zm00001d000087,0.0024705186731731
Zm00001d000092,0.00267048365218779
Zm00001d000093,0.00227746907696015
Zm00001d000094,0.00737380399357119
Zm00001d000098,0.0270865673995162
Zm00001d000099,0.00385332867290754
Zm00001d000102,0.0343019989253761
Zm00001d000110,0.0215522878208231
Zm00001d000112,0.102879936179536
Zm00001d000113,0.00653554461723927
Zm00001d000116,0.177932928490452
Zm00001d000117,0.00100420849483268
Zm00001d000120,0.0484243513269422
Zm00001d000122,0.00107490428286171
Zm00001d000123,0.00836171798328537
Zm00001d000124,0.0565291257345082
Zm00001d000126,0.11346796350497
Zm00001d000133,0.103382012896896
Zm00001d000135,0.0113375412543869
Zm00001d000137,0.00288885188062756
Zm00001d000150,0.022639020943981
Zm00001d000152,0.00129888187993603
Zm00001d000153,0.0117804602260335
Zm00001d000154,0.00640025915307674
Zm00001d000156,0.01014331294584
Zm00001d000166,0.0217954130079256
Zm00001d000168,0.00868906840163522
Zm00001d000169,0.0193900418314309
Zm00001d000170,0.00316517591273529
Zm00001d000178,0.0742860030613449
Zm00001d000179,0.0171071309023152
Zm00001d000183,0.00425134846602226
Zm00001d000184,0.046516110375086
Zm00001d000191,0.0387830349483438
Zm00001d000195,0.0241027085868128
Zm00001d000197,0.0314556217936794
Zm00001d000199,0.0101016954230774
Zm00001d000202,0.0152411737843762
Zm00001d000204,0.00390067286438137
Zm00001d000205,0.00382640136947641
Zm00001d000211,0.00222311702635566
Zm00001d000213,0.00123374687332378
Zm00001d000221,0.00165306093314267
Zm00001d000222,0.0193945394591614
Zm00001d000223,0.0140324502990535
Zm00001d000224,0.0122432697431948
Zm00001d000226,0.00340110437294105
Zm00001d000227,0.061025614244415
Zm00001d000228,0.0375766023737741
Zm00001d000230,0.00685057742841197
Zm00001d000231,0.000755337290186908
Zm00001d000233,0.000647563632397469
Zm00001d000237,0.0349271534426192
Zm00001d000240,0.0609360779921235
Zm00001d000241,0.00384543808792305
Zm00001d000243,0.00492007585919381
Zm00001d000255,0.033115527251721
Zm00001d000257,0.0298836836882738
Zm00001d000291,0.00391975656727456
Zm00001d000293,0.0535502104454135
Zm00001d000294,0.66665137039393
Zm00001d000295,0.0622356060301797
Zm00001d000300,0.419666505941311
Zm00001d000301,0.00317796343226034
Zm00001d000302,0.136328230844847
Zm00001d000303,0.00736156732999639
Zm00001d000305,0.0340263469441329
Zm00001d000307,0.00450132273606687
Zm00001d000308,0.00626501009059973
Zm00001d000310,0.0144929146125332
Zm00001d000311,0.00522596256778328
Zm00001d000312,0.0241815420689813
Zm00001d000313,0.0198667046194322
Zm00001d000314,0.0193918495946349
Zm00001d000316,0.0708688847079155
Zm00001d000327,0.011810069860956
Zm00001d000328,0.00951260786674599
Zm00001d000329,0.00681043725436688
Zm00001d000332,0.00159663837405937
Zm00001d000339,0.0631040612762848
Zm00001d000344,0.00157390975720511
Zm00001d000345,0.030030155135081
Zm00001d000346,0.00502517380088323
Zm00001d000349,0.011671338496823
Zm00001d000350,0.0353409445635894
Zm00001d000357,0.0116706570500973
Zm00001d000361,0.00230078793249619
Zm00001d000364,0.00402352870262961
Zm00001d000366,0.0017088345841284
Zm00001d000370,0.00846688277652274
Zm00001d000379,0.0505199190672013
Zm00001d000381,0.00338040494526958
Zm00001d000390,0.00518205447692762
Zm00001d000391,0.0133319024612526
Zm00001d000396,0.0351445166458613
Zm00001d000399,0.0626220500807867
Zm00001d000401,0.0127774862360436
Zm00001d000402,0.0144891006285951
Zm00001d000403,0.0813995358265816
Zm00001d000407,0.00254371574746486
Zm00001d000408,0.0108258256168423
Zm00001d000409,0.00179596955930526
Zm00001d000419,0.0228709040906272
Zm00001d000424,0.0181151642280701
Zm00001d000428,0.00918365272810265
Zm00001d000430,0.02145058275459
Zm00001d000432,0.0149267689505607
Zm00001d000434,0.183978303298899
Zm00001d000435,0.0184281720221969
Zm00001d000436,0.0250398581887737
Zm00001d000438,0.00770730310185613
Zm00001d000439,0.0150451233987614
Zm00001d000443,0.00716952635326406
Zm00001d000447,0.00190187806321778
Zm00001d000449,0.00675952822041774
Zm00001d000452,0.00214077529167968
Zm00001d001763,0.00950237629769971
Zm00001d001765,0.135011144036302
Zm00001d001766,0.159445220767027
Zm00001d001771,0.00192998531264347
Zm00001d001772,0.00736011348042001
Zm00001d001774,0.0375281813052315
Zm00001d001780,0.0467468999266531
Zm00001d001781,0.019754817977647
Zm00001d001784,0.0907371323454432
Zm00001d001785,0.00671250099451533
Zm00001d001786,0.00125091540589599
Zm00001d001787,0.0260843049474314
Zm00001d001788,0.0361789131914001
Zm00001d001789,0.0794188563179777
Zm00001d001790,0.0458743064083531
Zm00001d001792,0.00103832998777538
Zm00001d001797,0.0207427009241469
Zm00001d001798,0.0138105296978627
Zm00001d001799,0.00192077172029316
Zm00001d001800,0.049743626000172
Zm00001d001802,0.0185214548963771
Zm00001d001803,0.0022223822797918
Zm00001d001804,0.0021968960400861
Zm00001d001806,0.0054679796936881
Zm00001d001807,0.0123895047160236
Zm00001d001808,0.0128855572296722
Zm00001d001809,0.0507229111446045
Zm00001d001811,0.00159871060684272
Zm00001d001812,0.00913965356157673
Zm00001d001813,0.00586407906659847
Zm00001d001814,0.156214217809969
Zm00001d001818,0.001902031750334
Zm00001d001819,0.00436453991162881
Zm00001d001820,0.0194047791886604
Zm00001d001823,0.00199313690361744
Zm00001d001824,0.0315209126654788
Zm00001d001825,0.00501874781635424
Zm00001d001826,0.0127965706346676
Zm00001d001827,0.0113201338428041
Zm00001d001828,0.0620640788800241
Zm00001d001830,0.010845689192507
Zm00001d001831,0.248074827835585
Zm00001d001832,0.00973949408176214
Zm00001d001834,0.0351505386188468
Zm00001d001837,0.0237618352936018
